INIT, 0.0, 0.77373, 1.0, 0.77628, 0.2574, 0.0, 0.80796, 1.0, 0.71297, 0.3448
INIT, 0.0, 0.78229, 1.0, 0.78863, 0.25232, 0.0, 0.81227, 1.0, 0.81291, 0.49286
INIT, 0.0, 0.79049, 1.0, 0.79157, 0.26912, 0.0, 0.83319, 1.0, 0.80201, 0.4832
INIT, 0.0, 0.7854, 1.0, 0.82942, 0.33465, 0.0, 0.81721, 1.0, 0.77901, 0.41564
INIT, 0.0, 0.77692, 1.0, 0.84896, 0.35707, 0.0, 0.81152, 1.0, 0.78217, 0.41375
ALCOHOL, 0.45123, 1.0, 0.24594, 0.0699, 0.0, 1.0, 0.61931, 0.42945, 0.00055, 0.0
ALCOHOL, 0.47442, 1.0, 0.20253, 0.01977, 0.0, 1.0, 0.53051, 0.33535, 0.0, 0.17183
ALCOHOL, 0.53937, 1.0, 0.1669, 0.0, 0.082, 1.0, 0.41341, 0.24892, 0.0, 0.25778
ALCOHOL, 0.41237, 1.0, 0.2177, 0.02587, 0.0, 1.0, 0.37871, 0.20788, 0.0, 0.14563
ALCOHOL, 0.50568, 1.0, 0.32883, 0.16227, 0.0, 1.0, 0.40708, 0.23194, 0.0, 0.23309
NON-ALCOHOL, 0.22873, 0.92614, 1.0, 0.08813, 0.0, 1.0, 0.40546, 0.23396, 0.0, 0.11782
NON-ALCOHOL, 0.11605, 0.94583, 1.0, 0.09251, 0.0, 1.0, 0.42953, 0.2518, 0.0, 0.21068
NON-ALCOHOL, 0.21893, 0.94408, 1.0, 0.1278, 0.0, 1.0, 0.41363, 0.24194, 0.0, 0.10751
NON-ALCOHOL, 0.23468, 0.95545, 1.0, 0.10796, 0.0, 1.0, 0.59686, 0.48372, 0.15787, 0.0
NON-ALCOHOL, 0.25672, 0.96946, 1.0, 0.0, 0.00223, 1.0, 0.67723, 0.56112, 0.17074, 0.0
FOOD, 0.0, 0.80306, 1.0, 0.83155, 0.54569, 1.0, 0.70087, 0.57789, 0.17215, 0.0
FOOD, 0.0, 0.93181, 1.0, 0.78856, 0.52227, 1.0, 0.67811, 0.55583, 0.15735, 0.0
FOOD, 0.0, 0.92067, 1.0, 0.8578, 0.58517, 1.0, 0.66098, 0.5474, 0.19893, 0.0
FOOD, 0.0, 0.95916, 1.0, 0.86059, 0.60428, 1.0, 0.66427, 0.55245, 0.20311, 0.0
FOOD, 0.0, 0.92419, 1.0, 0.80311, 0.5403, 1.0, 0.65617, 0.53258, 0.15088, 0.0
UNDO, 1.0, 0.28105, 0.21466, 0.04579, 0.0, 1.0, 0.67724, 0.54258, 0.10375, 0.0
UNDO, 1.0, 0.33314, 0.2591, 0.08447, 0.0, 1.0, 0.66781, 0.54109, 0.14043, 0.0
UNDO, 1.0, 0.36214, 0.25007, 0.04277, 0.0, 1.0, 0.59768, 0.43588, 0.1317, 0.0
UNDO, 1.0, 0.27913, 0.21647, 0.08957, 0.0, 1.0, 0.65667, 0.53296, 0.16196, 0.0
UNDO, 1.0, 0.4513, 0.35547, 0.18442, 0.0, 1.0, 0.67919, 0.5465, 0.13234, 0.0
CHECKOUT, 1.0, 0.62883, 0.53868, 0.25416, 0.0, 1.0, 0.16843, 0.06443, 0.0, 0.16134
CHECKOUT, 1.0, 0.62307, 0.52228, 0.2484, 0.0, 1.0, 0.19115, 0.08126, 0.0, 0.17053
CHECKOUT, 1.0, 0.59675, 0.50281, 0.2379, 0.0, 1.0, 0.13895, 0.03305, 0.0, 0.14682
CHECKOUT, 1.0, 0.59959, 0.5036, 0.23955, 0.0, 1.0, 0.22308, 0.16624, 0.0346, 0.0
CHECKOUT, 1.0, 0.60054, 0.50587, 0.24339, 0.0, 1.0, 0.386, 0.27766, 0.06379, 0.0
CASH, 0.43388, 1.0, 0.17129, 0.0, 0.90951, 1.0, 0.62969, 0.45536, 0.08661, 0.0
CASH, 0.45709, 1.0, 0.17062, 0.0, 0.89126, 1.0, 0.52563, 0.37343, 0.18429, 0.0
CASH, 0.323, 1.0, 0.17153, 0.0, 0.91075, 1.0, 0.5136, 0.35605, 0.21885, 0.0
CASH, 0.43683, 1.0, 0.17256, 0.0, 0.90469, 1.0, 0.51993, 0.35898, 0.20222, 0.0
CASH, 0.25192, 1.0, 0.16594, 0.0, 0.90365, 1.0, 0.5077, 0.3513, 0.23257, 0.0
CREDIT, 0.89818, 1.0, 0.77452, 0.3407, 0.0, 1.0, 0.94843, 0.04218, 0.0, 0.12814
CREDIT, 1.0, 0.7963, 0.49524, 0.46849, 0.0, 1.0, 0.87591, 0.05471, 0.0, 0.14569
CREDIT, 1.0, 0.50395, 0.06244, 0.69772, 0.0, 1.0, 0.97688, 0.0, 0.01748, 0.09132
CREDIT, 1.0, 0.42612, 0.0, 0.88984, 0.20606, 1.0, 0.99331, 0.0, 0.07043, 0.17973
CREDIT, 1.0, 0.40889, 0.0, 0.76734, 0.06245, 1.0, 0.90103, 0.0, 0.05857, 0.17211
